x,y
9.743066541331654,1.4703932390555243
9.968660451363414,2.477571160250619
9.507136976832228,2.252023257758922
9.734871190813779,1.6035635838688278
9.946484820022722,1.482378838790313
9.723175347326409,1.4010610537055759
10.982362566458194,2.017631775985864
9.650137246003707,2.106989955367111
9.943835975154585,1.8895152002333886
10.307083350021713,2.3787538550236524
9.734749426194735,1.71209087967766
9.862474151424179,0.8490394176322076
9.242404468900723,2.6834371337222622
10.822483856750642,1.8754819802218108
10.288278481527882,2.155625077271768
11.53944040422762,2.5597874557172884
9.936041204259617,1.5222297796997872
9.196776839871214,2.1017318179336115
9.621824627357848,1.2888731452011628
9.676713557878736,1.4592259981928026
10.843570817536282,2.4408198784747253
9.996013679341692,2.739972069445013
10.038684153823809,1.5693578993358681
10.761562038634828,2.2694550218423295
9.481376922836771,1.904830660958196
9.562190873307621,1.308600134517832
10.46308877376582,2.9547083202350652
9.30071621309043,2.2814846183452855
9.674678715439086,1.7564373081176519
9.703803037880565,1.568004615160092
10.024260813972413,1.5845249417944811
10.13522841288992,1.9748809452754315
9.880525976566796,1.546218168979201
9.711614334715833,2.377695612912878
10.25045859381219,1.5112223776007245
10.049666152714613,2.3756935616858943
9.165297359439315,2.2716800961899675
9.668688120527076,2.2852993342965795
9.618370421728741,1.0975589496677405
9.186228781058418,2.024042473330691
10.12986125086074,1.5478416874477956
10.319296229388687,1.16923996886552
9.966960100676342,1.3944919001187717
9.674081946098921,2.023699335658207
9.569793317358023,1.8077222278850873
10.50314640460722,1.7115540652384256
10.417846056032571,1.435146572671191
10.26490208895764,2.72078431032895
8.764177749936355,1.6015523722647615
10.28853606359027,1.8984773069785037
10.185572936685654,1.6980074066420898
10.04329489373645,1.9221613823039603
10.583891030829903,2.1272104216506067
10.168801331037601,1.7940615169387664
9.756196887963753,1.7837209060901895
10.197226071189148,1.7895077595898685
10.144887428448207,3.0377003993227194
10.435562351715847,1.8369882339160795
10.600606961081972,1.7959623134892242
8.980937732411073,1.4959568445412978
9.064604039487072,1.8242432579793457
10.009209189594776,2.8382186561376415
10.163463686882082,1.8904497355955678
10.414702790591745,0.8944323454960574
10.117807279054283,2.3854325969434833
9.26070687711008,2.5718770216034645
10.169248203747207,1.7923560430495993
10.316390933053142,3.135346428902198
10.090933127529247,2.124110293150168
9.770319550229878,1.5750778152676042
10.415167908272123,1.5719580870455663
10.035783118609697,1.7611712766174417
10.239489912873196,2.166831052643474
10.51876997212895,1.7449918005726266
9.865062532353315,1.5106181421088463
9.777853369961944,2.188650246522426
